App_ID,Title,Installs,Rating,1_star,2_star,3_star,4_star,5_star,Description
com.rocket.jackal.squad,Jackal Squad - Arcade Shooting,,4.7011495,3571,1184,1440,3571,71614,"<b> Back to your childhood with the legendary jackal jeep game 1988 </b>. Jackal Squad - Top gunner - Arcade shooting is an overhead run'n gun-style shoot-'em-up video game that can bring a classic vibe to your phone.

👉World War II broke out, the Fascists attacked the Allies. Your brothers in arms are hostages behind enemy lines. The Jackal squad has been given a mission to drive an armed jeep into hostile territory in order to rescue and extract prisoners of war. As a soldier of an elite group that has undergone a harsh training regiment to survive in any environment, can you complete this mission and put an end to the war?

<b> HOW TO PLAY </b>
🎮Touch the screen and drag in the corresponding direction to move your pixel jeep.
🎮 Attack enemy's territory within your jeep weapon's radius. If there are many targets, the closet one will be prioritized.
🎮 Shoot 'em up so that you can complete all missions, including rescue your brother in arms and take them to the airplane safely; Fire up the battlefield to get extra skill support; Shoot down the electricity station to open the gate so that you can win the battle. Become the top gunner!
🎮 You can upgrade your jeeps and weapons to their maximum power.

<b> WHAT MAKES YOU LOVE THIS GAME? </b>
- Classic theme with impressive pixel graphic 👾: Jackal Squad brings you back to the era of arcade games. All the jeeps, guns, explosions, pistols, military bases... will immensely bring the childhood vibe to your phone. Have you felt the retro yet?
- Modern gameplay, easy to control for everyone 🎯: This game is an idle run'n gun-style shooting jeep game with an auto-aim mechanism that helps you to shoot the enemy continuously. All you need to do is dodge attacks, rescue imprisoned comrades, collect items and destroy the enemy bases. Shoot 'em up, Top gunner!
- 100+ levels to conquer 🔥: A war has multiple battles, and so does the game. Have endless fun with your friends and families
- Online and Offline mode 📶: This free arcade shoot 'em up game can be played without wifi, so that you can enjoy it everywhere, at any time you want.

The worth awaiting jackal jeep game is finally here. TRY <b> Jackal Squad - Top Gunner - Arcade Shooting </b> NOW!

CONNECT WITH US:
📱 Fanpage: https://www.facebook.com/jackalsquad
🌐 Community group: https://www.facebook.com/groups/385581593233017"
com.kiloo.metroland,MetroLand - Endless Runner,,4.17,1383,580,461,1383,7787,"MetroLand is a top next-gen endless runner:

★ RUN ANYTIME, ANYWHERE: Enjoy the fun no matter where you are, and level up even if you are offline or into no wifi games. The action never stops!

★ EXPLORE THE CITY: Parkour in the streets, dash to the rooftops or dive into the underground tunnels as you help your running man dodge capture.

★ AN ENDLESS JOURNEY: Increase your score run after run, every step counts, even offline! Score enough & gold rush to unlock new gadgets and action packed areas!

★ METROLAND MANIA: Rack up XP points while running each season to earn amazing rewards. Unlock even better rewards and exclusive bonuses by purchasing the Gold Pass.

★ BUILD YOUR BASE: Build rooms and fun robots, send them on missions and grab loot. All of it while you are offline or work on your score!

★ BOOST YOUR GAME: New areas and action packed arcade challenges unlock over time, giving you new playgrounds to jump, dash, dodge and parkour with your band of rebels"
brain.reaction.concentration,Reflex: Brain reaction,,4.72,86,172,86,1378,7063,"<h1>Brain: Boost Cognitive Agility and Working Memory</h1>
REFLEX is a brain trainer that uses fun games and brain teasers to improve cognitive abilities, mental quickness, processing speed, memory skills, mental math, and more for adults and students. Each person receives a personalized learning program that adjusts over time to maximize results. Train your brain to focus and respond quickly to stimuli

<b>⭐ FEATURES:</b>
⏺ Intelligent brain exercises tailored to enhance focus, mental quickness, mathematical skills, problem-solving abilities, and attention.
⏺ Personalized daily brain workouts tailored to your interests and needs.
⏺ Detailed progress tracking with graphs, rankings, a calendar, and a statistics tab to monitor your improvements.
⏺ Gradually increasing difficulty levels to ensure continuous improvement and engagement.
⏺ Achievement badges to celebrate your milestones and motivate your journey.

Begin an exhilarating brain workout with REFLEX and notice a boost in your productivity and mental clarity.

<b>🎮 HOW TO PLAY:</b>
On the main screen you are offered a set of exercises, select an exercise and its description will open. Click the strat button and begin the exercise. The program will ask you to perform a series of two approaches, this is done to more accurately assess your cognitive abilities and reduce the error in the calculations. After completing the exercise, the app will evaluate your result and show your progress on the statistics tab.

<b>💼 HOW IT WORKS:</b>
There is a free set of several exercises in the app, you can always perform these exercises without any restrictions. Also you will always have access to statistics on your training and your achievements. If you subscribe you will get access to more exercises and you will also get some new elements of your training statistics.

-------------------------

<b>💬 SEE HOW MUCH OUR USERS LOVE US:</b>
⏺ ""i love it"", Jenny Jerawi
⏺ ""so good app"", Juan alberto Rosario
⏺ ""good tester"", John Louis
⏺ ""nice it is really worth giving your time"", Naruto Uzumaki
⏺ ""This mobile app is the fastest I've ever tried! There is not a single crashes, everything works amazingly smoothly. The speed of loading levels and switching between screens is amazing. The screen is very well designed and everything on it is in a logical order. I'm passionate about this app!"", Detmagazin5 Shalun

-------------------------

<b>Discover the Dual N-Back Task:</b>

The N-Back exercise is a renowned cognitive training technique, widely used in neurophysiological research and psychology:

1. <b>The Essence of the Dual N-Back:</b>
⏺ Sequential presentation of diverse stimuli, including visual and auditory cues.
⏺ Determine if the current stimulus matches one presented earlier in a sequence.
⏺ Variations include 1-back, 2-back, 3-back, and more, increasing the challenge.

2. <b>Uses:</b>
⏺ Targets specific brain areas for enhanced stimulation.
⏺ Develops and improves working memory, logical thinking, and concentration.
⏺ Boosts fluid intelligence, aiding in logical thinking, tackling new problems, and efficiently absorbing information.

-------------------------

<b>🧑‍💻 CUSTOMER SUPPORT:</b>
Do you have any questions or suggestions? Like to say hello? We’re happy to hear from you! Just drop us a note at <a href=""mailto:cstmsp@outlook.com%3C"">cstmsp@outlook.com</a>
Website - <a href=""https://www.google.com/url?q=https%3A%2F%2Fkranus.com&sa=D&sntz=1&usg=AOvVaw3qdEbY8LsBt6ABDRBn9q0u"">https://kranus.com</a>
Pinterest - <a href=""https://www.google.com/url?q=https%3A%2F%2Fwww.pinterest.com%2Freflex_ui%2F_created&sa=D&sntz=1&usg=AOvVaw1DTTnurECffePyVrHksvIi"">https://www.pinterest.com/reflex_ui/_created</a>

Privacy Policy - <a href=""https://www.google.com/url?q=https%3A%2F%2Fkranus.com%2Freflex%2Fpolicy&sa=D&sntz=1&usg=AOvVaw2TXyisTxNtN6mbcWSzSfrQ"">https://kranus.com/reflex/policy</a>
Terms of Service - <a href=""https://www.google.com/url?q=https%3A%2F%2Fkranus.com%2Freflex%2FToS&sa=D&sntz=1&usg=AOvVaw3ES4oSRij40X9t41wDRcua"">https://kranus.com/reflex/ToS</a>

-------------------------

Track your progress, compete with fellow users, and share your achievements with friends. Download REFLEX: Brain Reaction now and unlock the incredible potential hidden within your mind!"
com.ketchapp.stack,Stack,,3.9682646,59288,21834,43675,69369,251099,"Stack up the blocks as high as you can!

◉ Simple & Beautiful graphics designed
◉ Compete for the best score in the world"
app.madyetigames.superdash,Super Dash - Endless Run,,4.6571426,0,10,10,72,268,"🏎️ Super Dash - Endless Run - A high-speed, action-packed, 3D and incredibly enjoyable racing experience

Welcome to Super Dash - Endless Run, our breathtaking 3D endless runner game that delivers a thrilling adventure combining the elements of endless running, fast-paced action, and reflex challenges! Dodge obstacles and chasms, and experience the excitement of a hyperdrive as you race through a variety of landscapes, including serene forests, treacherous Dunes, and the mesmerizing luminal space environment, all with smooth controls. Compete on global leaderboards as you collect gems, level up, and indulge in addictive gameplay that makes you run for your life while performing thrilling hyperdrive stunts.

In this mobile racing game, you'll escape the city's bustling traffic and navigate your way through the neon-illuminated streets in customizable futuristic hover cars. With spectacular crash effects and realistic physics, you'll feel like the master of the track in this wacky mobile racing adventure. Download now to experience the ultimate pocket racer challenge and enjoy the racing thrills!

But that's not all; Super Dash - Endless Run offers an endless running game with a different flavor. In this thrilling adventure, you'll slide and dodge your way through wild worlds, engage in action-packed trials, and enjoy exciting power-ups. Explore the luminal space of this captivating endless runner game, now enhanced with new hover cars. With stylized graphics, family-friendly gameplay, and global leaderboards, this is the perfect game for some kid-friendly racing fun! You won't want to miss out on this running action adventure.

In this endless runner adventure, enjoy stunning sceneries, pulse-pounding excitement, and mesmerizing neon-themed colors. The captivating soundtrack enhances the adrenaline-fueled gameplay, and you'll face challenging obstacles as you strive for high scores and unlock new surprises. Are you prepared for the ultimate test of skill, reflexes, and endurance? Get ready to run like never before in Super Dash - Endless Run, where the adrenaline rush never ends!

Endless Running Adventure: Experience a thrilling endless running adventure that keeps you on your toes.

Super Dash - Endless Run Features:

1. Fast-Paced Action: Enjoy fast-paced action as you dash through various landscapes.

2. Reflex Challenges: Test your reflexes with challenging obstacles and dynamic gameplay.

3. Hyperdrive Excitement: Feel the adrenaline rush with hyperdrive speed and thrilling stunts.

4. Diverse Landscapes: Race through serene forests, treacherous dunes, and mesmerizing luminal space environments.

5. Smooth Controls: Navigate with ease thanks to smooth and responsive controls.

6. Global Leaderboards: Compete on global leaderboards and strive for the top spot.

7. Stylized Graphics: Immerse yourself in the game's visually appealing stylized graphics.

8. Family-Friendly Gameplay: Suitable for players of all ages, offering kid-friendly racing fun.

9. New Hover Cars: Collect futuristic hover cars and enhance your gameplay.

10 .Addictive Challenge: Get hooked on the addictive gameplay and aim for high scores.

11. Exciting Power-Ups: Utilize exciting power-ups to boost your performance.

12. Realistic Physics: Experience realistic physics that enhance the racing simulation.

13. High-Quality Graphics: Enjoy high-quality graphics that bring the game world to life.

14. Endless Thrills: Embark on an endless journey filled with excitement and challenges.

15. Captivating Soundtrack: Dive into the game's captivating soundtrack that elevates the experience.

16. Explore Wild Worlds: Discover wild and dynamic worlds filled with surprises.

17. Powerful Hover Cars: Collect all futuristic hover cars for an edge in the race.

18. Challenging Obstacles: Face and overcome a variety of challenging obstacles.

Download now and embark on an epic journey filled with exciting challenges and endless thrills."
com.halfbrick.jetpackjoyride,Jetpack Joyride,,4.45518,312715,127769,221806,555760,3615758,"Bullet-powered jetpacks! Giant mechanical dragons! Birds that shoot money!

<b>From the makers of Fruit Ninja comes this insane, high flying endless runner that will keep you on the edge of your seat!</b>

It's time to join Barry Steakfries and equip cool jetpacks, suit up in stylish costumes and ride crazy vehicles in his endless running quest to beat the scientists to the end of the lab.

<b>Join over 750 million players and download Jetpack Joyride on the Google Play Store!</b>

Download <b>FREE</b> now to start a new game and escape the lab!

<b>FEATURES:</b>

⚡Fly <b>cool jetpacks</b> through the lab
⚡Surf the <b>wave-rider</b> in all its glory
⚡Complete <b>daring missions</b> to boost your rank
⚡Customise your look with <b>ridiculous outfits</b>
⚡Dodge lasers, zappers, and guided missiles
⚡Collect coins and make millions of dollars
⚡Storm the lab in <b>giant mechs</b> and <b>crazy vehicles</b>
⚡Equip <b>high-tech gadgets</b> and <b>power-ups</b>
⚡Earn achievements and <b>battle it out against friends</b>
⚡Test your reflexes with <b>simple one-touch controls</b>
⚡New <b>free game</b> modes in special events

***

<i>This game contains optional in-app purchases. You can disable this feature in the settings menu of your device.
View our privacy policy at http://halfbrick.com/pp
View our terms of service at http://halfbrick.com/tos</i>"
io.shenron.lnr,Long Neck Run,,4.53053,8226,4462,13528,22464,155549,"Whether you're big or small, at home or on the road, Long Neck Run is the perfect obstacle racing game to have fun and show your reflexes. Reach peaks in just a few minutes.

Will you be able to avoid the traps you meet on the way? The further you go, the taller you get, and the harder the levels become. It's up to you to be as nimble as possible to discover the secrets we have in store for you.

Playing is easy, just control your character with your finger. Get as many rings as you can from your colors to make your neck grow, reach more bonuses and unlock many wonders. But beware! Each ring of the wrong color will make you lose part of your neck and you might not make it through the pitfalls like the zip lines or the swimming pools. Keep your head up. 

As you play, win keys and gemstones in order to open and unlock new skins. Become a rabbit, a ninja, or a king by spending your gems in the shop. Remember, the longer your neck, the higher the winnings. Our skins can't be bought with money and can only be obtained by playing.

Our game only exists thanks to advertisements. Ads will be present throughout the game, and some will allow you to increase your rewards! However, you can support us by buying our paid version (without advertisements) directly from the game. That comes with a lot of gems to unlock more content."
com.robtopx.geometrydashmeltdown,Geometry Dash Meltdown,,4.5822506,76452,27206,79928,241184,1462701,"Prepare for a new Geometry Dash adventure filled with more spikes and monsters than thought possible!

Flex your clicky finger as you jump, fly and flip your way through dark caverns and spiky obstacles.

Game Features
• Rhythm-based Action Platforming!
• Three unique levels with music from F-777!
• Unlock unique Meltdown icons and colors to customize your character!
• Fly rockets, flip gravity and much more!
• Use practice mode to sharpen your skills!
• Challenge yourself with the near impossible!

Geometry Dash answers the age old question: ""What do you get when you mix techno, dubstep, spikes and a rainbow?"" Download and find out...

Approved by RubRub ( ͡° ͜ʖ ͡°)"
com.playgendary.sportmasters,Bouncemasters: Penguin Games,,4.4852734,48215,13279,16702,29388,466610,"Bounce the penguin sky high! Bouncemasters is one of the funniest casual arcade games with endless replayability where you compete to beat your own and other players records!

What awaits you in the Bouncemasters arcade:
- Simple but addictive gameplay
- Lots of bats and boosters to choose from
- Various upgrades and rewards
- Beautiful animations and funny characters
- Colorful and pleasant game locations
- Competitive leaderboards. Show the world your skill!

You'll definitely love Bouncemasters if you like endless runner arcades, jumping casual games or just nice and fun addicting tap games!

Choose the best bat and get ready to hit! Even a penguin can learn to fly high! Download Bouncemasters penguin game for free right now!

=====================
<strong>COMPANY COMMUNITY:</strong> 
=====================
Facebook: https://www.facebook.com/AzurGamesOfficial
Instagram: https://www.instagram.com/azur_games
YouTube: https://www.youtube.com/AzurInteractiveGames"
com.alien.shooter.galaxy.attack,Galaxy Attack: Shooting Game,,4.645915,116742,35631,73624,172374,2125064,"Earth's last hope is in your hands, take control of the lone spaceship and protect Earth from alien swarms attack. Your goal will be quite challenging as you will have to save the Universe from its evil enemies. In this space shooting game, you will be facing an increasingly large number of infinity galaxy enemies. As the game progresses, you will earn the right to upgrade your spacecraft to unleash its full lethal capacity.

HOW TO PLAY:
* Touch screen to move your space ship and kill all enemies.
* Collect items to upgrade or change your weapons.

FEATURES:
* Multiplayer mode: 1 vs 1, 1 vs 3
* High-quality images optimized for tablets and large screens.
* Ability to use active skills during space battles.
* The game is packed with 160+ levels on various difficulties.
* Beautiful levels with immersive missions to complete. 
* Multiple extreme boss battles. 
* Upgrade your guns and lasers.

Enjoy classic space combat - new arcade shooting game - powered up. Download Galaxy Attack: Alien Shooter now!
Follow us on Facebook:
https://www.facebook.com/GalaxyAttack
Join Group with us:
https://www.facebook.com/groups/GalaxyAttackAlienShooter
Contact us:
contact@abigames.com.vn"
com.game.space.shooter2,Space shooter - Galaxy attack,,4.8243194,37627,12614,28720,85394,1721001,"- Captain! We are in danger!
- We need your help! Our galaxy is attacked by alien shooter
- The alien invaders beat our squad, they destroyed all of galactica! Space team is waiting for your order! Please command ship to protect the galaxy and the surrounding asteroids. 
- Jump on ship! NOW!

If you are a big fan of arcade shooting game with the new modern combat, and want to bring the freedom in the galaxy games, so <b>Space shooter: Galaxy attack </b> is perfect game for you. With classic free space games genre, old game with a new context, <b>Space shooter: Galaxy attack</b> puts you on fire with infinity space shooting. You will be faced lots of evil enemies and deal with many striker bosses in galaxy wars. Are you sure you will survival in the war of alien shooter?

<b>FEATURE</b>
- <b>Perfect Shoot ‘em up</b>: Choose your fighter ship, starship to build your own space team! Remember to survival!
- <b>Challenging campaign</b>: +200 levels full of alien invaders! It should be your infinity shooting missions!
- <b>Epic and huge bosses</b>: Show-off your skills. Enjoy arcade galaxy shooter game space combat - powered up
- <b>PVP - online shooting games</b>, co-op with friend, gather your space team, mark your name on leader board global.
- Stunning designs, amazing lighting and special effects.
- Lucky wheel, daily quest and free gems everyday for you.

<b>HOW TO PLAY</b>
- Slide to control your spaceship dodge enemy's bullets.
- Use coin and gem to upgrade or evolve your spaceship to fight with giant enemies and alien invaders.
- Use appropriate spaceships and strategies for each level and boss.
- Remember using power-up item, booster item to level up easier.

The Galaxy's future is now in your hands. Get your ship ready for space attack in this arcade galaxy shooter game

<b>Space shooter: Galaxy attack game</b>  on Facebook:
https://www.facebook.com/Space.Shooter.Fanpage/
<b>Space shooter: Galaxy attack game</b> Community: Join Group to get our support quickly: 
https://www.facebook.com/groups/Space.Shooter.GalaxyAttack/"
com.outofthebit.superarcaderacing,Super Arcade Racing,,4.21,256,197,335,296,2270,"Super Arcade Racing is a retro-inspired, acing game that gives you the authentic arcade game experience. Simple controls with a classic 2D top-down view, amazing pixel art, and an iconic soundtrack, combined with an intriguing story and more than 80 levels to play - all for FREE!

Prepare to enter the world of underground car racing, in the hopes to save your brother. It’s going to be dangerous, but taking part in the clandestine Super Arcade Racing will be your only chance to see your little bro again and solve the mystery behind the organization that kidnapped him.

You’ll have a car to upgrade and personalise after every race, with new parts to go faster, have more grip and better control. You will meet dark rivals and deceiving enemies. Defeat them and clear your path to the final victory. Along the way, you might discover something more about yourself.

SINGLE PLAYER
The single player mode has 60 levels to go through, with a storyline running alongside and tough bosses to defeat. And in keeping with the arcade spirit, try and discover the secret levels off of the map!

CUSTOMISABLE CARS
You have 1 car to run with and it will be your most precious ally. Make it better and make it unique. Earn money for every race and spend your cash on new exhausts, tighter brakes, better tyres and even a more powerful engine. You’ll gain better control of your car, more speed and your chances to win will spike.
You can also choose the colours of your car and change body parts for a full personalisation.

LEADERBOARDS
Every level has its own leaderboard and every leaderboard has its champion. Will you be the fastest?

ONLINE MULTIPLAYER
10 levels exclusively designed for online multiplayer races plus all the story levels you have unlocked. Show off your car, make it unique and make it the best. Challenge players from all over the world to become world champion of Super Arcade Racing."
com.mgc.runnergame,Run Race 3D — Fun Parkour Game,,4.401567,66483,36169,125824,222303,967013,"Get ready to run, jump, and climb your way to victory in Run Race 3D! Compete against others in a race to the finish line, using your parkour skills to navigate through challenging obstacle courses and terrain.

With dozens of maps to choose from, each requiring a different set of skills, you’ll never run out of challenges. Jump from wall to wall, climb ropes, slide to gain speed, flip to jump higher, grab onto bars to swing, and use monkey bars to avoid falling.

Customize your character with a variety of skins, clothing, and dance moves to make them truly unique. Increase your ranking by beating your opponents and show off your skills to the world.

Experience the thrill of parkour and become the ultimate runner in this exciting and fun game.

Never stop running in Run Race 3D!"
com.sjkim.retroxel2,RETROXEL: Retro Arcade Games,,4.184466,317,50,190,432,1793,"RETROXEL: The Ultimate Collection of Retro Classic Arcade Pixel Games!
Experience the joy and excitement of classic arcade games from the past with RETROXEL: Retro Arcade Games.

With RETROXEL, you can indulge in a diverse selection of hundreds of retro arcade games. The app constantly adds new games, ensuring that you always have new adventures to enjoy. Whether you're a fan of platformers, shooters, or puzzle games, RETROXEL has something for everyone."
com.playgendary.ktbremaster,Kick the Buddy: Second Kick,,4.37252,116828,23073,35683,95845,850149,"Buddy is back to help you unwind and bring some lighthearted fun to your day! Enjoy the remastered classic with Buddy, everyone’s favorite stress-relief doll, designed to help you let off some steam. Customize, interact, and get creative with Buddy in a playful experience that’s packed with surprises.

Simply tap, drag, and throw Buddy around the screen in an intuitive gameplay experience. You can start by stretching Buddy’s limbs, tossing him against walls, or testing his endurance in new and entertaining ways. As you continue to interact with Buddy, you’ll earn coins to unlock an incredible variety of tools, effects, and items that offer endless ways to play. Each interaction brings you closer to unlocking more dynamic experiences as Buddy brings his unique personality to life with funny reactions and sound effects.

Collect coins to unlock over fifty different items! From classic tools to creative gadgets, each item adds a new level of fun. Every interaction with Buddy is a chance to relax, be entertained, and enjoy some stress-free moments, whether you’re unlocking new costumes, testing out a range of props, or exploring the new achievements.

Key Features:

– Remastered Visuals: Enjoy updated colorful graphics that bring Buddy to life like never before.
– Enhanced Physics: Buddy’s reactions are more realistic, making interactions fun and satisfying.
– Interactive Props: Unlock and experiment with a wide variety of items that create unique reactions every time.
– Wardrobe Updates: Customize Buddy with a brand-new selection of fashionable outfits.
– New Sound Effects & Voice: Buddy’s reactions now include hilarious sound effects and voice lines for added fun.
– Achievements & Rewards: Collect achievements as you explore all the playful ways to interact with Buddy.

Whether you’re looking to unwind after a busy day or just want some light-hearted entertainment, Kick the Buddy: Second Kick is the perfect way to play. Start your journey with Buddy and see where the fun takes you! Download now and enjoy Buddy’s delightful company anytime, anywhere."
com.chris.hyperrace,Hyper Run 3D,,4.499079,1889,507,1226,2349,21785,"Take your sports racing game to the next level as you run against others in this clash to earn first place! Never stop running!

Run, climb, crawl, swim, balance and slide over and around tons of challenging obstacles to set new records now! Watch out, take too long and the others will get ahead!

Hyper Run Features:
- Test your ultimate skills as you race against the crowd
- Customize your character by earning epic outfits
- Conquer lots of challenging levels
- Simple and fun 3D gameplay"
